"ID_HEX|TRADUCAO
0x1A58|Arena: ``I want to quickly show everyone my amazing fighting skills in the center.
0x1A59|Arena: “Wow! You can fight in front of these people. It’s thrilling!
0x1A5A|This is Princess Alina. I wish you all the best.
0x1A5B|Princess Alina was the only one who received permission from the king. But at that moment...
0x1A5C|Those who are not registered cannot participate in the match. Please get permission from the king.
0x1A5D|If you want to participate in the game, go to the left. If you're just looking, go to the right
0x1A5E|Ruttete
0x1A5F|It is better to
0x1A60|Clift: “God, give me the princess.”
0x1A61|Ito
0x1A62|Mana Clift.
0x1A63|death. Chiyodema test
0x1A64|Let's do it! Martial arts tournament Martial arts tournament.
0x1A65|Bly “Princess’s knowledge”
0x1A66|nothing
0x1A67|I thought about cleaning it up, but hmmm, you idiot.
0x1A68|Clift: ``There's no way we can win a martial arts tournament. Unless we're a princess...''
0x1A69|Bligh “Good thing
0x1A6A|Yeah Princess Clift's God
0x1A6B|It's so big that I feel like I'm going to drown out it
0x1A6C|The look is tight. Grumbling.
0x1A6D|Arena "Register
0x1A6E|. Kubujutsu.
0x1A6F|That's right, Clift. But if it's decided, I have no choice. Alina: ``If you give me permission, I'm sure I'll be defeated in the martial arts tournament! Let's go see the king.''
0x1A70|Clift: ``I think it's important to take a tour and get a rough idea of ​​the response.
0x1A71|Arena: “Of course, the left! All I can think about is participating. Let’s go to the door on the left!
0x1A72|Bly: In any case, I have to train for a while! Sasa Hime-sama, let's go!
0x1A73|Clift: I've heard that it's okay to use medicinal herbs during matches...
0x1A74|Bligh: ``It's really a shame...''
0x1A75|Clift: “Oh princess! Did you notice me!?
0x1A76|Alina woke up on the bed.
0x1A77|Hmm, hmm, that's scary.... Despisaro's strength is so strong that I can't believe it's human... picture? Why am I alive? I guess it was because I was too weak to deal the final blow...
0x1A78|This is a shortcut to get out of the castle. It's convenient when you're in a hurry.
0x1A79|noisy! Don't talk to me! …………. I'm sorry. I'm nervous before the match.
0x1A7A|Above this is the playing field. Once you climb it, you won't be able to fall back. Come on up!
0x1A7B|Clift: If you're as strong as the princess, in the worst case scenario, you'll die!? Clift: No, if that happens, I'll have to do something to help you! Even if I stab Despisaro and her...
0x1A7C|Alina: “I thought he was like a demon, but Despisaro is also quite kind. It makes me want to fight him all the more!
0x1A7D|Bligh: The contestants are all ugly men! A princess is participating... Buttsumachu? Chuchuchuchuchu
0x1A7E|I believe that Kahime-sama will win. Good luck!
0x1A7F|Clift: "Is this a waiting room? It's kindly designed. Oh, there's even a church.
0x1A80|Arena: ``Come on, let's go~. Even if you're a demon or Despisaro, just come!
0x1A81|Alina: ``I have to stretch my body and prepare for the tournament.
0x1A82|Are you heading back to Santheim now? Please take care!
0x1A83|Beyond this door is Endor's castle... Oh, is that Princess Alina? Congratulations on winning.
0x1A84|Beyond this door is Endor's castle. But it's nightfall now. It would be best to come back tomorrow.
0x1A85|Ah, I want to go see the martial arts tournament too.
0x1A86|Beyond this door is Endor's castle.
0x1A87|Bligh: "In any case, I'll go back to Santheim at least once. That's fine.
0x1A88|Alina: ``I want to show this person what I can do in a martial arts tournament.''
0x1A89|Bligh: A princess of her age shouldn't be wandering around in the middle of the night like this!
0x1A8A|Alina: ``I get really excited when I'm told no. Come on, let's go secretly!''
0x1A8B|Bligh: ``Hmm. The stronger the castle's defenses, the stronger the foreign enemies will be. Bligh: Unlike our peaceful country, the countries on this continent seem to be having a lot of trouble.
0x1A8C|Clift: I'm a little reluctant to visit a castle this late at night, but...
0x1A8D|Alina: ``It's a very impressive castle. Even I don't feel like I'm going to give up on the thick walls.
0x1A8E|Bligh: First, we must meet King Endor and greet him. That's the polite thing to do!
0x1A8F|Bligh: ``Everyone, everyone, get excited about martial arts tournaments, martial arts tournaments, and boring things! Bligh: The princess is getting more and more interested in that! It's totally outrageous. She grumbles...''
0x1A90|Alina: ``I want to participate in a martial arts tournament as soon as possible! Hey, it's okay, right? It's okay if I participate.
0x1A91|Bligh: ``Hmm. The stronger the castle's defenses, the stronger the foreign enemies will be. Bligh: Unlike our peaceful country, the countries on this continent seem to be having a lot of trouble.
0x1A92|Clift: ``It's such a splendid castle. King Endor, who lives there, must be a very good king.
0x1A93|Alina: ``It's a very impressive castle. Even I don't feel like I'm going to give up on the thick walls.
0x1A94|Despisaro.... Who the hell was he? He was a mysterious man after all.
0x1A95|Yay! Alina-sama. I was having a good time! It was really cool.
0x1A96|Rumor has it that the monsters stopped appearing around the time Despisaro disappeared.
0x1A97|Wow, it's the real Princess Arena! No, excuse me. Congratulations on winning.
0x1A98|Grrrr...
0x1A99|Exactly how many warriors have been killed by Despisaro...? This is like a princess gathering together strong people.
0x1A9A|I didn't expect him to come into the castle this late at night! Now that I've discovered it, I can't remain silent. Sasa, leave!
0x1A9B|The king here is rash and does what he thinks right away. I'm in trouble.
0x1A9C|The winner of the martial arts tournament can marry the princess here. I feel sorry for the princess too...
0x1A9D|If you want to go to the Colosseum, just go straight down this hallway and go down the stairs.
0x1A9E|If you're going to participate in a martial arts tournament, be careful of a man named Despisaro. It is extremely strong and will not stop fighting until the enemy is extinguished.
0x1A9F|Lately, monsters have started appearing in Endor as well. So the king started holding martial arts tournaments to gather together the strong people...
0x1AA0|The king will sit on top of this.
0x1AA1|A large picture is displayed. It appears to be something that conveys the history of the kingdom.
0x1AA2|Bligh: Thanks to that idiot king, the princess has become smitten again! She grumbles.
0x1AA3|Bligh: Grumbling. A princess doesn't have to be cool, she has to be beautiful.
0x1AA4|Clift: “I totally understand that feeling of wanting to touch someone.
0x1AA5|Alina: “Maybe I’m the type that girls like?
0x1AA6|Bligh: ``When I hear the name Despisaro, I feel something in my heart...It's ominous.
0x1AA7|Arena: In the end, Despisaro was just a weakling. Everyone was thinking too much.
0x1AA8|Bly: ``Despisaro...'' I'm really curious.
0x1AA9|Clift: “Is there some sort of connection between monsters and Despisaro? No, that’s the case. Hmm.
0x1AAA|Alina: ``I wouldn't bite you. You're a small-minded person for a soldier.''
0x1AAB|Bligh: ``But what is it like to win a martial arts tournament? Is it really something I should be happy about?'' Someone who could have been considered a young princess grumbled.
0x1AAC|Clift: ``The faces of everyone in the castle are shining brightly. I'm glad.''
0x1AAD|Alina: ``I heard that the King of Endor is about the same age as your father.'' Alina: ``I heard from the minister before. They used to be friends.
0x1AAE|Alina: ``Once I report to my father, where should I go after that?I feel like I want to cross the ocean...'' Alina: ``Hmm, but the mountains seem interesting too.I'm not sure.
0x1AAF|Clift: What on earth is King Endor thinking about taking a princess instead of a prize? Clift: King Santheim would never commit such tyranny!
0x1AB0|Alina: ``For the sake of the princess, we absolutely have to win! Ah, but...'' Alina: ``If we win, is the tournament over? If we win easily, can't we have fun anymore? Hmm.
0x1AB1|Bligh: ``When I hear the name Despisaro, I feel something in my heart...It's ominous.
0x1AB2|Alina: ``Despizarro is wrong. The match is not about killing each other. Alina: ``I have to teach you that with my deadly punches and kicks.
0x1AB3|Alina: ``The best people are gathering for this martial arts tournament. Ah, my arms are ringing!
0x1AB4|Bligh: ``It seems like the princess who defeated a bear with her bare hands is more interesting than the princess who won the martial arts tournament.'' She grumbled.
0x1AB5|Bligh: ``It seems to be somewhat larger than my castle, but Santheim's construction is more elegant.
0x1AB6|Clift: I hope the princess doesn't get hurt in the martial arts tournament.
0x1AB7|Alina: ``I can't disappoint the expectations of the king and princess. I have to win the martial arts tournament!''
0x1AB8|Alina: ``Let's go to the Colosseum quickly!'' Alina: ``If you're restless, the sun will shine. Come on, hurry!
0x1AB9|Bligh: If this man's words are true, then it seems like someone named Despisaro is quite intelligent. Bligh: Hmm, I guess I should stop the princess after all. Grumbling...
0x1ABA|Alina: ``That's all for Despisaro's world.'' Alina: ``Now that I'm here, I won't let you do whatever you want!''
0x1ABB|Bligh: ``I'd like to just relax at the inn right now.'' Absolutely.
0x1ABC|Bligh: ``Isn't it like a thief walking around in a castle at night? Oh, I'm so sorry.'' He grumbled.
0x1ABD|Clift: ``I don't think Yurei will show up in this castle, right?
0x1ABE|Alina: ``I heard that the King of Endor is about the same age as your father.'' Alina: ``I heard from the minister before. They used to be friends.
0x1ABF|Alina: "Don't make any footsteps, okay? Please talk in a low voice. So that you won't be seen...
0x1AC0|Bligh: It seems like the people have a hard time when someone who isn't a vessel sits on the throne. Hohoho, poor thing.
0x1AC1|Clift: What on earth is King Endor thinking about taking a princess instead of a prize? Clift: King Santheim would never commit such tyranny!
0x1AC2|Alina: “I wonder if the princess here also likes strong people? But what do you mean by “poor”?
0x1AC3|Bligh: ``When I hear the name Despisaro, I feel something in my heart...It's ominous.
0x1AC4|Alina: ``Despizarro is wrong. The match is not about killing each other. Alina: ``I have to teach you that with my deadly punches and kicks.
0x1AC5|Clift: So, will the contestants eventually be hired by Endor as royal guards? Clift: If that's the case, I can't approve of the princess's participation...no, but. Clift: When I imagine the princess mowing down her opponent, I stagger. Ah, what a weak person I am.
0x1AC6|Arena: ``The best people are gathering for this martial arts tournament. Ah, my arms are ringing! I want to fight as soon as possible!
0x1AC7|Bligh: ``It seems to be somewhat larger than my castle, but Santheim's construction is more elegant.
0x1AC8|Bligh: First, we must meet King Endor and greet him. That's the polite thing to do!
0x1AC9|Clift: "Dodo dodo dodo dodo dodo dodo dodo doso, you're a brazen devil. What do you think I'm going to do to meet the king of another country..." Clift: "I guess it's better to wait outside. There's such a thing as social status.
